""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"label"
"9559530"	0.428336755646817	0.782340862422998	0.473511293634497	0.122792607802875	0.186858316221766	0.00164271047227926	0.00205338809034908	0.00164271047227926	0.000410677618069815	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
"9559531"	0.4	1	0.36	0.04	0	0	0.04	0.12	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
"9559532"	0.806	0.79	0.308	0.084	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
"9559533"	0.56	0.77	0.584	0.064	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
"9559535"	0.538390804597701	0.697011494252874	0.249655172413793	0.24551724137931	0.208275862068966	0.0482758620689655	0.0032183908045977	0.00505747126436782	0.00275862068965517	0.00137931034482759	0	0	1e-05	1e-05	1e-05	1e-05	"c"
"9559536"	0.6	0.2	1	0	0	0	0	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
"9559537"	0.63030303030303	0.680808080808081	0.254545454545455	0.206060606060606	0.17979797979798	0.0262626262626263	0.00606060606060606	0.00606060606060606	0.00404040404040404	0	0.00202020202020202	0	0	0	0	1e-05	"c"
"9559538"	0.384952120383037	0.544733242134063	0.340902872777018	0.40328317373461	0.279343365253078	0.00766073871409029	0.0224350205198358	0.0131326949384405	0.00300957592339261	0.00027359781121751	0	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
"9559539"	0.63	1.122	0.226	0.006	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
"9559540"	0.473646209386282	1.02382671480144	0.164259927797834	0.214801444043321	0.106498194945848	0.00866425992779783	0.00649819494584838	0.000722021660649819	0.00036101083032491	0	0	0	0.00036101083032491	1e-05	1e-05	1e-05	"c"
"9559541"	0.50828025477707	0.713375796178344	0.461146496815287	0.163057324840764	0.115923566878981	0.0114649681528662	0.0165605095541401	0.00636942675159236	0.00254777070063694	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
"9559543"	0.4	0.932584269662921	0.255056179775281	0.328089887640449	0.0606741573033708	0.0157303370786517	0.00674157303370787	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
"9559544"	0.6	0.727272727272727	0.396363636363636	0.210909090909091	0.0581818181818182	0	0	0.00363636363636364	0	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
"9559548"	0.607272727272727	0.614545454545455	0.432727272727273	0.283636363636364	0.0545454545454545	0	0	0.00363636363636364	0	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
"9559549"	0.425	0.85	0.508333333333333	0.0583333333333333	0.15	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
"9559551"	0.265116279069767	0.613953488372093	0.493023255813954	0.241860465116279	0.213953488372093	0.144186046511628	0.0232558139534884	0	0	0	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
"9559553"	0.421621621621622	0.775675675675676	0.543243243243243	0.137837837837838	0.0945945945945946	0.00810810810810811	0.00810810810810811	0.00540540540540541	0	0.0027027027027027	0	0	0	0	1e-05	1e-05	"c"
"9559554"	0.547368421052632	0.866666666666667	0.319298245614035	0.203508771929825	0.0315789473684211	0.0175438596491228	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
"9559557"	0.6	1	0.2	0	0	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
"9559560"	0.634020618556701	0.931958762886598	0.204123711340206	0.168041237113402	0.045360824742268	0.00824742268041237	0.00412371134020619	0.00309278350515464	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
"9559566"	0.442105263157895	0.796491228070175	0.529824561403509	0.0245614035087719	0.168421052631579	0.00701754385964912	0.0105263157894737	0.00350877192982456	0.0140350877192982	0	0	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
"9559567"	0.377917981072555	0.713564668769716	0.30410094637224	0.45993690851735	0.0908517350157729	0.0315457413249211	0.0145110410094637	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
"9559568"	0.335593220338983	0.806779661016949	0.579661016949153	0.155932203389831	0.101694915254237	0.00338983050847458	0.00338983050847458	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	"c"
